id_Aves_Source,Aves_id_aves,Source_id_source
7742,7742,4
7743,7743,4
7744,7744,4
7745,7745,4
7746,7746,4
7747,7747,4
7748,7748,4
7749,7749,4
7750,7750,4
7751,7751,4
7752,7752,4
7753,7753,4
7754,7754,4
7755,7755,4
7756,7756,4
7757,7757,4
7758,7758,4
7759,7759,4
7760,7760,4
7761,7761,4
7762,7762,4
7763,7763,4
7764,7764,4
7765,7765,4
7766,7766,4
7767,7767,4
7768,7768,4
7769,7769,4
7770,7770,4
7771,7771,4
7772,7772,4
7773,7773,4
7774,7774,4
7775,7775,4
7776,7776,4
7777,7777,4
7778,7778,4
7779,7779,4
7780,7780,4
7781,7781,4
7782,7782,4
7783,7783,4
7784,7784,4
7785,7785,4
7786,7786,4
7787,7787,4
7788,7788,4
7789,7789,4
7790,7790,4
7791,7791,4
7792,7792,4
7793,7793,4
7794,7794,4
7795,7795,4
7796,7796,4
7797,7797,4
7798,7798,4
7799,7799,4
7800,7800,4
7801,7801,4
7802,7802,4
7803,7803,4
7804,7804,4
7805,7805,4
7806,7806,4
7807,7807,4
7808,7808,4
7809,7809,4
7810,7810,4
7811,7811,4
7812,7812,4
7813,7813,4
7814,7814,4
7815,7815,4
7816,7816,4
7817,7817,4
7818,7818,4
7819,7819,4
7820,7820,4
7821,7821,4
7822,7822,4
7823,7823,4
7824,7824,4
7825,7825,4
7826,7826,4
7827,7827,4
7828,7828,4
7829,7829,4
7830,7830,4
7831,7831,4
7832,7832,4
7833,7833,4
7834,7834,4
7835,7835,4
7836,7836,4
7837,7837,4
7838,7838,4
7839,7839,4
7840,7840,4
7841,7841,4
7842,7842,4
7843,7843,4
7844,7844,4
7845,7845,4
7846,7846,4
7847,7847,4
7848,7848,4
7849,7849,4
7850,7850,4
7851,7851,4
7852,7852,4
7853,7853,4
7854,7854,4
7855,7855,4
7856,7856,4
7857,7857,4
7858,7858,4
7859,7859,4
7860,7860,4
7861,7861,4
7862,7862,4
7863,7863,4
7864,7864,4
7865,7865,4
7866,7866,4
7867,7867,4
7868,7868,4
7869,7869,4
7870,7870,4
7871,7871,4
7872,7872,4
7873,7873,4
7874,7874,4
7875,7875,4
7876,7876,4
7877,7877,4
7878,7878,4
7879,7879,4
7880,7880,4
7881,7881,4
7882,7882,4
7883,7883,4
7884,7884,4
7885,7885,4
7886,7886,4
7887,7887,4
7888,7888,4
7889,7889,4
7890,7890,4
7891,7891,4
7892,7892,4
7893,7893,4
7894,7894,4
7895,7895,4
7896,7896,4
7897,7897,4
7898,7898,4
7899,7899,4
7900,7900,4
7901,7901,4
7902,7902,4
7903,7903,4
7904,7904,4
7905,7905,4
7906,7906,4
7907,7907,4
7908,7908,4
7909,7909,4
7910,7910,4
7911,7911,4
7912,7912,4
7913,7913,4
7914,7914,4
7915,7915,4
7916,7916,4
7917,7917,4
7918,7918,4
7919,7919,4
7920,7920,4
7921,7921,4
7922,7922,4
7923,7923,4
7924,7924,4
7925,7925,4
7926,7926,4
7927,7927,4
7928,7928,4
7929,7929,4
7930,7930,4
7931,7931,4
7932,7932,4
7933,7933,4
7934,7934,4
7935,7935,4
7936,7936,4
7937,7937,4
7938,7938,4
7939,7939,4
7940,7940,4
7941,7941,4
7942,7942,4
7943,7943,4
7944,7944,4
7945,7945,4
7946,7946,4
7947,7947,4
7948,7948,4
7949,7949,4
7950,7950,4
7951,7951,4
7952,7952,4
7953,7953,4
7954,7954,4
7955,7955,4
7956,7956,4
7957,7957,4
7958,7958,4
7959,7959,4
7960,7960,4
7961,7961,4
7962,7962,4
7963,7963,4
7964,7964,4
7965,7965,4
7966,7966,4
7967,7967,4
7968,7968,4
7969,7969,4
7970,7970,4
7971,7971,4
7972,7972,4
7973,7973,4
7974,7974,4
7975,7975,4
7976,7976,4
7977,7977,4
7978,7978,4
7979,7979,4
7980,7980,4
7981,7981,4
7982,7982,4
7983,7983,4
7984,7984,4
7985,7985,4
7986,7986,4
7987,7987,4
7988,7988,4
7989,7989,4
7990,7990,4
7991,7991,4
7992,7992,4
7993,7993,4
7994,7994,4
7995,7995,4
7996,7996,4
7997,7997,4
7998,7998,4
7999,7999,4
8000,8000,4
8001,8001,4
8002,8002,4
8003,8003,4
8004,8004,4
8005,8005,4
8006,8006,4
8007,8007,4
8008,8008,4
8009,8009,4
8010,8010,4
8011,8011,4
8012,8012,4
8013,8013,4
8014,8014,4
8015,8015,4
8016,8016,4
8017,8017,4
8018,8018,4
8019,8019,4
8020,8020,4
8021,8021,4
8022,8022,4
8023,8023,4
8024,8024,4
8025,8025,4
8026,8026,4
8027,8027,4
8028,8028,4
8029,8029,4
8030,8030,4
8031,8031,4
8032,8032,4
8033,8033,4
8034,8034,4
8035,8035,4
8036,8036,4
8037,8037,4
8038,8038,4
8039,8039,4
8040,8040,4
8041,8041,4
8042,8042,4
8043,8043,4
8044,8044,4
8045,8045,4
8046,8046,4
8047,8047,4
8048,8048,4
8049,8049,4
8050,8050,4
8051,8051,4
8052,8052,4
8053,8053,4
8054,8054,4
8055,8055,4
8056,8056,4
8057,8057,4
8058,8058,4
8059,8059,4
8060,8060,4
8061,8061,4
8062,8062,4
8063,8063,4
8064,8064,4
8065,8065,4
8066,8066,4
8067,8067,4
8068,8068,4
8069,8069,4
8070,8070,4
8071,8071,4
8072,8072,4
8073,8073,4
8074,8074,4
8075,8075,4
8076,8076,4
8077,8077,4
8078,8078,4
8079,8079,4
8080,8080,4
8081,8081,4
8082,8082,4
8083,8083,4
8084,8084,4
8085,8085,4
8086,8086,4
8087,8087,4
8088,8088,4
8089,8089,4
8090,8090,4
8091,8091,4
8092,8092,4
8093,8093,4
8094,8094,4
8095,8095,4
8096,8096,4
8097,8097,4
8098,8098,4
8099,8099,4
8100,8100,4
8101,8101,4
8102,8102,4
8103,8103,4
8104,8104,4
8105,8105,4
8106,8106,4
8107,8107,4
8108,8108,4
8109,8109,4
8110,8110,4
8111,8111,4
8112,8112,4
8113,8113,4
8114,8114,4
8115,8115,4
8116,8116,4
8117,8117,4
8118,8118,4
8119,8119,4
8120,8120,4
8121,8121,4
8122,8122,4
8123,8123,4
8124,8124,4
8125,8125,4
8126,8126,4
8127,8127,4
8128,8128,4
8129,8129,4
8130,8130,4
8131,8131,4
8132,8132,4
8133,8133,4
8134,8134,4
8135,8135,4
8136,8136,4
8137,8137,4
8138,8138,4
8139,8139,4
8140,8140,4
8141,8141,4
8142,8142,4
8143,8143,4
8144,8144,4
8145,8145,4
8146,8146,4
8147,8147,4
8148,8148,4
8149,8149,4
8150,8150,4
8151,8151,4
8152,8152,4
8153,8153,4
8154,8154,4
8155,8155,4
8156,8156,4
8157,8157,4
8158,8158,4
8159,8159,4
8160,8160,4
8161,8161,4
8162,8162,4
8163,8163,4
8164,8164,4
8165,8165,4
8166,8166,4
8167,8167,4
8168,8168,4
8169,8169,4
8170,8170,4
8171,8171,4
8172,8172,4
8173,8173,4
8174,8174,4
8175,8175,4
8176,8176,4
8177,8177,4
8178,8178,4
8179,8179,4
8180,8180,4
8181,8181,4
8182,8182,4
8183,8183,4
8184,8184,4
8185,8185,4
8186,8186,4
8187,8187,4
8188,8188,4
8189,8189,4
8190,8190,4
8191,8191,4
8192,8192,4
8193,8193,4
8194,8194,4
8195,8195,4
8196,8196,4
8197,8197,4
8198,8198,4
8199,8199,4
8200,8200,4
8201,8201,4
8202,8202,4
8203,8203,4
8204,8204,4
8205,8205,4
8206,8206,4
8207,8207,4
8208,8208,4
8209,8209,4
8210,8210,4
8211,8211,4
8212,8212,4
8213,8213,4
8214,8214,4
8215,8215,4
8216,8216,4
8217,8217,4
8218,8218,4
8219,8219,4
8220,8220,4
8221,8221,4
8222,8222,4
8223,8223,4
8224,8224,4
8225,8225,4
8226,8226,4
8227,8227,4
8228,8228,4
8229,8229,4
8230,8230,4
8231,8231,4
8232,8232,4
8233,8233,4
8234,8234,4
8235,8235,4
8236,8236,4
8237,8237,4
8238,8238,4
8239,8239,4
8240,8240,4
8241,8241,4
8242,8242,4
8243,8243,4
8244,8244,4
8245,8245,4
8246,8246,4
8247,8247,4
8248,8248,4
8249,8249,4
8250,8250,4
8251,8251,4
8252,8252,4
8253,8253,4
8254,8254,4
8255,8255,4
8256,8256,4
8257,8257,4
8258,8258,4
8259,8259,4
8260,8260,4
8261,8261,4
8262,8262,4
8263,8263,4
8264,8264,4
8265,8265,4
8266,8266,4
8267,8267,4
8268,8268,4
8269,8269,4
8270,8270,4
8271,8271,4
8272,8272,4
8273,8273,4
8274,8274,4
8275,8275,4
8276,8276,4
8277,8277,4
8278,8278,4
8279,8279,4
8280,8280,4
8281,8281,4
8282,8282,4
8283,8283,4
8284,8284,4
8285,8285,4
8286,8286,4
8287,8287,4
8288,8288,4
8289,8289,4
8290,8290,4
8291,8291,4
8292,8292,4
8293,8293,4
8294,8294,4
8295,8295,4
8296,8296,4
8297,8297,4
8298,8298,4
8299,8299,4
8300,8300,4
8301,8301,4
8302,8302,4
8303,8303,4
8304,8304,4
8305,8305,4
8306,8306,4
8307,8307,4
8308,8308,4
8309,8309,4
8310,8310,4
8311,8311,4
8312,8312,4
8313,8313,4
8314,8314,4
8315,8315,4
8316,8316,4
8317,8317,4
8318,8318,4
8319,8319,4
8320,8320,4
8321,8321,4
8322,8322,4
8323,8323,4
8324,8324,4
8325,8325,4
8326,8326,4
8327,8327,4
8328,8328,4
8329,8329,4
8330,8330,4
8331,8331,4
8332,8332,4
8333,8333,4
8334,8334,4
8335,8335,4
8336,8336,4
8337,8337,4
8338,8338,4
8339,8339,4
8340,8340,4
8341,8341,4
8342,8342,4
8343,8343,4
8344,8344,4
8345,8345,4
8346,8346,4
8347,8347,4
8348,8348,4
8349,8349,4
8350,8350,4
8351,8351,4
8352,8352,4
8353,8353,4
8354,8354,4
8355,8355,4
8356,8356,4
8357,8357,4
8358,8358,4
8359,8359,4
8360,8360,4
8361,8361,4
8362,8362,4
8363,8363,4
8364,8364,4
8365,8365,4
8366,8366,4
8367,8367,4
8368,8368,4
8369,8369,4
8370,8370,4
8371,8371,4
8372,8372,4
8373,8373,4
8374,8374,4
8375,8375,4
8376,8376,4
8377,8377,4
8378,8378,4
8379,8379,4
8380,8380,4
8381,8381,4
8382,8382,4
8383,8383,4
8384,8384,4
8385,8385,4
8386,8386,4
8387,8387,4
8388,8388,4
8389,8389,4
8390,8390,4
8391,8391,4
8392,8392,4
8393,8393,4
8394,8394,4
8395,8395,4
8396,8396,4
8397,8397,4
8398,8398,4
8399,8399,4
8400,8400,4
8401,8401,4
8402,8402,4
8403,8403,4
8404,8404,4
8405,8405,4
8406,8406,4
8407,8407,4
8408,8408,4
8409,8409,4
8410,8410,4
8411,8411,4
8412,8412,4
8413,8413,4
8414,8414,4
8415,8415,4
8416,8416,4
8417,8417,4
8418,8418,4
8419,8419,4
8420,8420,4
8421,8421,4
8422,8422,4
8423,8423,4
8424,8424,4
8425,8425,4
8426,8426,4
8427,8427,4
8428,8428,4
8429,8429,4
8430,8430,4
8431,8431,4
8432,8432,4
8433,8433,4
8434,8434,4
8435,8435,4
8436,8436,4
8437,8437,4
8438,8438,4
8439,8439,4
8440,8440,4
8441,8441,4
8442,8442,4
8443,8443,4
8444,8444,4
8445,8445,4
8446,8446,4
8447,8447,4
8448,8448,4
8449,8449,4
8450,8450,4
8451,8451,4
8452,8452,4
8453,8453,4
8454,8454,4
8455,8455,4
8456,8456,4
8457,8457,4
8458,8458,4
8459,8459,4
8460,8460,4
8461,8461,4
8462,8462,4
8463,8463,4
8464,8464,4
8465,8465,4
8466,8466,4
8467,8467,4
8468,8468,4
8469,8469,4
8470,8470,4
8471,8471,4
8472,8472,4
8473,8473,4
8474,8474,4
8475,8475,4
8476,8476,4
8477,8477,4
8478,8478,4
8479,8479,4
8480,8480,4
8481,8481,4
8482,8482,4
8483,8483,4
8484,8484,4
8485,8485,4
8486,8486,4
8487,8487,4
8488,8488,4
8489,8489,4
8490,8490,4
8491,8491,4
8492,8492,4
8493,8493,4
8494,8494,4
8495,8495,4
8496,8496,4
8497,8497,4
8498,8498,4
8499,8499,4
8500,8500,4
8501,8501,4
8502,8502,4
8503,8503,4
8504,8504,4
8505,8505,4
8506,8506,4
8507,8507,4
8508,8508,4
8509,8509,4
8510,8510,4
8511,8511,4
8512,8512,4
8513,8513,4
8514,8514,4
8515,8515,4
8516,8516,4
8517,8517,4
8518,8518,4
8519,8519,4
8520,8520,4
8521,8521,4
8522,8522,4
8523,8523,4
8524,8524,4
8525,8525,4
8526,8526,4
8527,8527,4
8528,8528,4
8529,8529,4
8530,8530,4
8531,8531,4
8532,8532,4
8533,8533,4
8534,8534,4
8535,8535,4
8536,8536,4
8537,8537,4
8538,8538,4
8539,8539,4
8540,8540,4
8541,8541,4
8542,8542,4
8543,8543,4
8544,8544,4
8545,8545,4
8546,8546,4
8547,8547,4
8548,8548,4
8549,8549,4
8550,8550,4
8551,8551,4
8552,8552,4
8553,8553,4
8554,8554,4
8555,8555,4
8556,8556,4
8557,8557,4
8558,8558,4
8559,8559,4
8560,8560,4
8561,8561,4
8562,8562,4
8563,8563,4
8564,8564,4
8565,8565,4
8566,8566,4
8567,8567,4
8568,8568,4
8569,8569,4
8570,8570,4
8571,8571,4
8572,8572,4
8573,8573,4
8574,8574,4
8575,8575,4
8576,8576,4
8577,8577,4
8578,8578,4
8579,8579,4
8580,8580,4
8581,8581,4
8582,8582,4
8583,8583,4
8584,8584,4
8585,8585,4
8586,8586,4
8587,8587,4
8588,8588,4
8589,8589,4
8590,8590,4
8591,8591,4
8592,8592,4
8593,8593,4
8594,8594,4
8595,8595,4
8596,8596,4
8597,8597,4
8598,8598,4
8599,8599,4
8600,8600,4
8601,8601,4
8602,8602,4
8603,8603,4
8604,8604,4
8605,8605,4
8606,8606,4
8607,8607,4
8608,8608,4
8609,8609,4
8610,8610,4
8611,8611,4
8612,8612,4
8613,8613,4
8614,8614,4
8615,8615,4
8616,8616,4
8617,8617,4
8618,8618,4
8619,8619,4
8620,8620,4
8621,8621,4
8622,8622,4
8623,8623,4
8624,8624,4
8625,8625,4
8626,8626,4
8627,8627,4
8628,8628,4
8629,8629,4
8630,8630,4
8631,8631,4
8632,8632,4
8633,8633,4
8634,8634,4
8635,8635,4
8636,8636,4
8637,8637,4
8638,8638,4
8639,8639,4
8640,8640,4
8641,8641,4
8642,8642,4
8643,8643,4
8644,8644,4
8645,8645,4
8646,8646,4
8647,8647,4
8648,8648,4
8649,8649,4
8650,8650,4
8651,8651,4
8652,8652,4
8653,8653,4
8654,8654,4
8655,8655,4
8656,8656,4
8657,8657,4
8658,8658,4
8659,8659,4
8660,8660,4
8661,8661,4
8662,8662,4
8663,8663,4
8664,8664,4
8665,8665,4
8666,8666,4
8667,8667,4
8668,8668,4
8669,8669,4
8670,8670,4
8671,8671,4
8672,8672,4
8673,8673,4
8674,8674,4
8675,8675,4
8676,8676,4
8677,8677,4
8678,8678,4
8679,8679,4
8680,8680,4
8681,8681,4
8682,8682,4
8683,8683,4
8684,8684,4
8685,8685,4
8686,8686,4
8687,8687,4
8688,8688,4
8689,8689,4
8690,8690,4
8691,8691,4
8692,8692,4
8693,8693,4
8694,8694,4
8695,8695,4
8696,8696,4
8697,8697,4
8698,8698,4
8699,8699,4
8700,8700,4
8701,8701,4
8702,8702,4
8703,8703,4
8704,8704,4
8705,8705,4
8706,8706,4
8707,8707,4
8708,8708,4
8709,8709,4
8710,8710,4
8711,8711,4
8712,8712,4
8713,8713,4
8714,8714,4
8715,8715,4
8716,8716,4
8717,8717,4
8718,8718,4
8719,8719,4
8720,8720,4
8721,8721,4
8722,8722,4
8723,8723,4
8724,8724,4
8725,8725,4
8726,8726,4
8727,8727,4
8728,8728,4
8729,8729,4
8730,8730,4
8731,8731,4
8732,8732,4
8733,8733,4
8734,8734,4
8735,8735,4
8736,8736,4
8737,8737,4
8738,8738,4
8739,8739,4
8740,8740,4
8741,8741,4
8742,8742,4
8743,8743,4
8744,8744,4
8745,8745,4
8746,8746,4
8747,8747,4
8748,8748,4
8749,8749,4
8750,8750,4
8751,8751,4
8752,8752,4
8753,8753,4
8754,8754,4
8755,8755,4
8756,8756,4
8757,8757,4
8758,8758,4
8759,8759,4
8760,8760,4
8761,8761,4
8762,8762,4
8763,8763,4
8764,8764,4
8765,8765,4
8766,8766,4
8767,8767,4
8768,8768,4
8769,8769,4
8770,8770,4
8771,8771,4
8772,8772,4
8773,8773,4
8774,8774,4
8775,8775,4
8776,8776,4
8777,8777,4
8778,8778,4
8779,8779,4
8780,8780,4
8781,8781,4
8782,8782,4
8783,8783,4
8784,8784,4
8785,8785,4
8786,8786,4
8787,8787,4
8788,8788,4
8789,8789,4
8790,8790,4
8791,8791,4
8792,8792,4
8793,8793,4
8794,8794,4
8795,8795,4
8796,8796,4
8797,8797,4
8798,8798,4
8799,8799,4
8800,8800,4
8801,8801,4
8802,8802,4
8803,8803,4
8804,8804,4
8805,8805,4
8806,8806,4
8807,8807,4
8808,8808,4
8809,8809,4
8810,8810,4
8811,8811,4
8812,8812,4
8813,8813,4
8814,8814,4
8815,8815,4
8816,8816,4
8817,8817,4
8818,8818,4
8819,8819,4
8820,8820,4
8821,8821,4
8822,8822,4
8823,8823,4
8824,8824,4
8825,8825,4
8826,8826,4
8827,8827,4
8828,8828,4
8829,8829,4
8830,8830,4
8831,8831,4
8832,8832,4
8833,8833,4
8834,8834,4
8835,8835,4
8836,8836,4
8837,8837,4
8838,8838,4
8839,8839,4
8840,8840,4
8841,8841,4
8842,8842,4
8843,8843,4
8844,8844,4
8845,8845,4
8846,8846,4
8847,8847,4
8848,8848,4
8849,8849,4
8850,8850,4
8851,8851,4
8852,8852,4
8853,8853,4
8854,8854,4
8855,8855,4
8856,8856,4
8857,8857,4
8858,8858,4
8859,8859,4
8860,8860,4
8861,8861,4
8862,8862,4
8863,8863,4
8864,8864,4
8865,8865,4
8866,8866,4
8867,8867,4
8868,8868,4
8869,8869,4
8870,8870,4
8871,8871,4
8872,8872,4
8873,8873,4
8874,8874,4
8875,8875,4
8876,8876,4
8877,8877,4
8878,8878,4
8879,8879,4
8880,8880,4
8881,8881,4
8882,8882,4
8883,8883,4
8884,8884,4
8885,8885,4
8886,8886,4
8887,8887,4
8888,8888,4
8889,8889,4
8890,8890,4
8891,8891,4
8892,8892,4
8893,8893,4
8894,8894,4
8895,8895,4
8896,8896,4
8897,8897,4
8898,8898,4
8899,8899,4
8900,8900,4
8901,8901,4
8902,8902,4
8903,8903,4
8904,8904,4
8905,8905,4
8906,8906,4
8907,8907,4
8908,8908,4
8909,8909,4
8910,8910,4
8911,8911,4
8912,8912,4
8913,8913,4
8914,8914,4
8915,8915,4
8916,8916,4
8917,8917,4
8918,8918,4
8919,8919,4
8920,8920,4
8921,8921,4
8922,8922,4
8923,8923,4
8924,8924,4
8925,8925,4
8926,8926,4
8927,8927,4
8928,8928,4
8929,8929,4
8930,8930,4
8931,8931,4
8932,8932,4
8933,8933,4
8934,8934,4
8935,8935,4
8936,8936,4
8937,8937,4
8938,8938,4
8939,8939,4
8940,8940,4
8941,8941,4
8942,8942,4
8943,8943,4
8944,8944,4
8945,8945,4
8946,8946,4
8947,8947,4
8948,8948,4
8949,8949,4
8950,8950,4
8951,8951,4
8952,8952,4
8953,8953,4
8954,8954,4
8955,8955,4
8956,8956,4
8957,8957,4
8958,8958,4
8959,8959,4
8960,8960,4
8961,8961,4
8962,8962,4
8963,8963,4
8964,8964,4
8965,8965,4
8966,8966,4
8967,8967,4
8968,8968,4
8969,8969,4
8970,8970,4
8971,8971,4
8972,8972,4
8973,8973,4
8974,8974,4
8975,8975,4
8976,8976,4
8977,8977,4
8978,8978,4
8979,8979,4
8980,8980,4
8981,8981,4
8982,8982,4
8983,8983,4
8984,8984,4
8985,8985,4
8986,8986,4
8987,8987,4
8988,8988,4
8989,8989,4
8990,8990,4
8991,8991,4
8992,8992,4
8993,8993,4
8994,8994,4
8995,8995,4
8996,8996,4
8997,8997,4
8998,8998,4
8999,8999,4
9000,9000,4
9001,9001,4
9002,9002,4
9003,9003,4
9004,9004,4
9005,9005,4
9006,9006,4
9007,9007,4
9008,9008,4
9009,9009,4
9010,9010,4
9011,9011,4
9012,9012,4
9013,9013,4
9014,9014,4
9015,9015,4
9016,9016,4
9017,9017,4
9018,9018,4
9019,9019,4
9020,9020,4
9021,9021,4
9022,9022,4
9023,9023,4
9024,9024,4
9025,9025,4
9026,9026,4
9027,9027,4
9028,9028,4
9029,9029,4
9030,9030,4
9031,9031,4
9032,9032,4
9033,9033,4
9034,9034,4
9035,9035,4
9036,9036,4
9037,9037,4
9038,9038,4
9039,9039,4
9040,9040,4
9041,9041,4
9042,9042,4
9043,9043,4
9044,9044,4
9045,9045,4
9046,9046,4
9047,9047,4
9048,9048,4
9049,9049,4
9050,9050,4
9051,9051,4
9052,9052,4
9053,9053,4
9054,9054,4
9055,9055,4
9056,9056,4
9057,9057,4
9058,9058,4
9059,9059,4
9060,9060,4
9061,9061,4
9062,9062,4
9063,9063,4
9064,9064,4
9065,9065,4
9066,9066,4
9067,9067,4
9068,9068,4
9069,9069,4
9070,9070,4
9071,9071,4
9072,9072,4
9073,9073,4
9074,9074,4
9075,9075,4
9076,9076,4
9077,9077,4
9078,9078,4
9079,9079,4
9080,9080,4
9081,9081,4
9082,9082,4
9083,9083,4
9084,9084,4
9085,9085,4
9086,9086,4
9087,9087,4
9088,9088,4
9089,9089,4
9090,9090,4
9091,9091,4
9092,9092,4
9093,9093,4
9094,9094,4
9095,9095,4
9096,9096,4
9097,9097,4
9098,9098,4
9099,9099,4
9100,9100,4
9101,9101,4
9102,9102,4
9103,9103,4
9104,9104,4
9105,9105,4
9106,9106,4
9107,9107,4
9108,9108,4
9109,9109,4
9110,9110,4
9111,9111,4
9112,9112,4
9113,9113,4
9114,9114,4
9115,9115,4
9116,9116,4
9117,9117,4
9118,9118,4
9119,9119,4
9120,9120,4
9121,9121,4
9122,9122,4
9123,9123,4
9124,9124,4
9125,9125,4
9126,9126,4
9127,9127,4
9128,9128,4
9129,9129,4
9130,9130,4
9131,9131,4
9132,9132,4
9133,9133,4
9134,9134,4
9135,9135,4
9136,9136,4
9137,9137,4
9138,9138,4
9139,9139,4
9140,9140,4
9141,9141,4
9142,9142,4
9143,9143,4
9144,9144,4
9145,9145,4
9146,9146,4
9147,9147,4
9148,9148,4
9149,9149,4
9150,9150,4
9151,9151,4
9152,9152,4
9153,9153,4
9154,9154,4
9155,9155,4
9156,9156,4
9157,9157,4
9158,9158,4
9159,9159,4
9160,9160,4
9161,9161,4
9162,9162,4
9163,9163,4
9164,9164,4
9165,9165,4
9166,9166,4
9167,9167,4
9168,9168,4
9169,9169,4
9170,9170,4
9171,9171,4
9172,9172,4
9173,9173,4
9174,9174,4
9175,9175,4
9176,9176,4
9177,9177,4
9178,9178,4
9179,9179,4
9180,9180,4
9181,9181,4
9182,9182,4
9183,9183,4
9184,9184,4
9185,9185,4
9186,9186,4
9187,9187,4
9188,9188,4
9189,9189,4
9190,9190,4
9191,9191,4
9192,9192,4
9193,9193,4
9194,9194,4
9195,9195,4
9196,9196,4
9197,9197,4
9198,9198,4
9199,9199,4
9200,9200,4
9201,9201,4
9202,9202,4
9203,9203,4
9204,9204,4
9205,9205,4
9206,9206,4
9207,9207,4
9208,9208,4
9209,9209,4
9210,9210,4
9211,9211,4
9212,9212,4
9213,9213,4
9214,9214,4
9215,9215,4
9216,9216,4
9217,9217,4
9218,9218,4
9219,9219,4
9220,9220,4
9221,9221,4
9222,9222,4
9223,9223,4
9224,9224,4
9225,9225,4
9226,9226,4
9227,9227,4
9228,9228,4
9229,9229,4
9230,9230,4
9231,9231,4
9232,9232,4
9233,9233,4
9234,9234,4
9235,9235,4
9236,9236,4
9237,9237,4
9238,9238,4
9239,9239,4
9240,9240,4
9241,9241,4
9242,9242,4
9243,9243,4
9244,9244,4
9245,9245,4
9246,9246,4
9247,9247,4
9248,9248,4
9249,9249,4
9250,9250,4
9251,9251,4
9252,9252,4
9253,9253,4
9254,9254,4
9255,9255,4
9256,9256,4
9257,9257,4
9258,9258,4
9259,9259,4
9260,9260,4
9261,9261,4
9262,9262,4
9263,9263,4
9264,9264,4
9265,9265,4
9266,9266,4
9267,9267,4
9268,9268,4
9269,9269,4
9270,9270,4
9271,9271,4
9272,9272,4
9273,9273,4
9274,9274,4
9275,9275,4
9276,9276,4
9277,9277,4
9278,9278,4
9279,9279,4
9280,9280,4
9281,9281,4
9282,9282,4
9283,9283,4
9284,9284,4
9285,9285,4
9286,9286,4
9287,9287,4
9288,9288,4
9289,9289,4
9290,9290,4
9291,9291,4
9292,9292,4
9293,9293,4
9294,9294,4
9295,9295,4
9296,9296,4
9297,9297,4
9298,9298,4
9299,9299,4
9300,9300,4
9301,9301,4
9302,9302,4
9303,9303,4
9304,9304,4
9305,9305,4
9306,9306,4
9307,9307,4
9308,9308,4
9309,9309,4
9310,9310,4
9311,9311,4
9312,9312,4
9313,9313,4
9314,9314,4
9315,9315,4
9316,9316,4
9317,9317,4
9318,9318,4
9319,9319,4
9320,9320,4
9321,9321,4
9322,9322,4
9323,9323,4
9324,9324,4
9325,9325,4
9326,9326,4
9327,9327,4
9328,9328,4
9329,9329,4
9330,9330,4
9331,9331,4
9332,9332,4
9333,9333,4
9334,9334,4
9335,9335,4
9336,9336,4
9337,9337,4
9338,9338,4
9339,9339,4
9340,9340,4
9341,9341,4
9342,9342,4
9343,9343,4
9344,9344,4
9345,9345,4
9346,9346,4
9347,9347,4
9348,9348,4
9349,9349,4
9350,9350,4
9351,9351,4
9352,9352,4
9353,9353,4
9354,9354,4
9355,9355,4
9356,9356,4
9357,9357,4
9358,9358,4
9359,9359,4
9360,9360,4
9361,9361,4
9362,9362,4
9363,9363,4
9364,9364,4
9365,9365,4
9366,9366,4
9367,9367,4
9368,9368,4
9369,9369,4
9370,9370,4
9371,9371,4
9372,9372,4
9373,9373,4
9374,9374,4
9375,9375,4
9376,9376,4
9377,9377,4
9378,9378,4
9379,9379,4
9380,9380,4
9381,9381,4
9382,9382,4
9383,9383,4
9384,9384,4
9385,9385,4
9386,9386,4
9387,9387,4
9388,9388,4
9389,9389,4
9390,9390,4
9391,9391,4
9392,9392,4
9393,9393,4
9394,9394,4
9395,9395,4
9396,9396,4
9397,9397,4
9398,9398,4
9399,9399,4
9400,9400,4
9401,9401,4
9402,9402,4
9403,9403,4
9404,9404,4
9405,9405,4
9406,9406,4
9407,9407,4
9408,9408,4
9409,9409,4
9410,9410,4
9411,9411,4
9412,9412,4
9413,9413,4
9414,9414,4
9415,9415,4
9416,9416,4
9417,9417,4
9418,9418,4
9419,9419,4
9420,9420,4
9421,9421,4
9422,9422,4
9423,9423,4
9424,9424,4
9425,9425,4
9426,9426,4
9427,9427,4
9428,9428,4
9429,9429,4
9430,9430,4
9431,9431,4
9432,9432,4
9433,9433,4
9434,9434,4
9435,9435,4
9436,9436,4
9437,9437,4
9438,9438,4
9439,9439,4
9440,9440,4
9441,9441,4
9442,9442,4
9443,9443,4
9444,9444,4
9445,9445,4
9446,9446,4
9447,9447,4
9448,9448,4
9449,9449,4
9450,9450,4
9451,9451,4
9452,9452,4
9453,9453,4
9454,9454,4
9455,9455,4
9456,9456,4
9457,9457,4
9458,9458,4
9459,9459,4
9460,9460,4
9461,9461,4
9462,9462,4
9463,9463,4
9464,9464,4
9465,9465,4
9466,9466,4
9467,9467,4
9468,9468,4
9469,9469,4
9470,9470,4
9471,9471,4
9472,9472,4
9473,9473,4
9474,9474,4
9475,9475,4
9476,9476,4
9477,9477,4
9478,9478,4
9479,9479,4
9480,9480,4
9481,9481,4
9482,9482,4
9483,9483,4
9484,9484,4
9485,9485,4
9486,9486,4
9487,9487,4
