id_Aves_Autor,Aves_id_aves,Autor_id_autor
401,401,2
402,402,2
403,403,2
404,404,2
405,405,2
406,406,2
407,407,2
408,408,2
409,409,2
410,410,2
411,411,2
412,412,2
413,413,2
414,414,2
415,415,2
416,416,2
417,417,2
418,418,2
419,419,2
420,420,2
421,421,2
422,422,2
423,423,2
424,424,2
425,425,2
426,426,2
427,427,2
428,428,2
429,429,2
430,430,2
431,431,2
432,432,2
433,433,2
434,434,2
435,435,2
436,436,2
437,437,2
438,438,2
439,439,2
440,440,2
441,441,2
442,442,2
443,443,2
444,444,2
445,445,2
446,446,2
447,447,2
448,448,2
449,449,2
450,450,2
451,451,2
452,452,2
453,453,2
454,454,2
455,455,2
456,456,2
457,457,2
458,458,2
459,459,2
460,460,2
461,461,2
462,462,2
463,463,3
464,464,3
465,465,3
466,466,3
467,467,3
468,468,3
469,469,3
470,470,3
471,471,3
472,472,3
473,473,3
474,474,3
475,475,3
476,476,3
477,477,3
478,478,3
479,479,3
480,480,3
481,481,3
482,482,3
483,483,3
484,484,3
485,485,3
486,486,3
487,487,3
488,488,3
489,489,3
490,490,3
491,491,3
492,492,3
493,493,3
494,494,3
495,495,3
496,496,3
497,497,3
498,498,3
499,499,3
500,500,3
501,501,3
502,502,3
503,503,3
504,504,3
505,505,3
506,506,3
507,507,3
508,508,3
509,509,3
510,510,3
511,511,3
512,512,3
513,513,3
514,514,3
515,515,3
516,516,3
517,517,3
518,518,3
519,519,3
520,520,3
521,521,3
522,522,3
523,523,3
524,524,3
525,525,3
526,526,3
527,527,3
528,528,3
529,529,3
530,530,3
531,531,3
532,532,3
533,533,3
534,534,3
535,535,3
536,536,3
537,537,3
538,538,3
539,539,3
540,540,3
541,541,3
542,542,3
543,543,3
544,544,3
545,545,3
546,546,3
547,547,3
548,548,3
549,549,3
550,550,3
551,551,3
552,552,3
553,553,3
554,554,3
555,555,3
556,556,3
557,557,3
558,558,3
559,559,3
560,560,3
561,561,3
562,562,3
563,563,3
564,564,3
565,565,3
566,566,3
567,567,3
568,568,3
569,569,3
570,570,3
571,571,3
572,572,3
573,573,3
574,574,3
575,575,4
576,576,4
577,577,4
578,578,4
579,579,4
580,580,4
581,581,4
582,582,4
583,583,4
584,584,4
585,585,4
586,586,4
587,587,4
588,588,4
589,589,4
590,590,4
591,591,4
592,592,4
593,593,4
594,594,4
595,595,4
596,596,4
597,597,4
598,598,4
599,599,4
600,600,4
601,601,4
602,602,4
603,603,4
604,604,4
605,605,4
606,606,4
607,607,4
608,608,4
609,609,4
610,610,4
611,611,4
612,612,4
613,613,4
614,614,4
615,615,4
616,616,4
617,617,4
618,618,4
619,619,4
620,620,4
621,621,4
622,622,4
623,623,4
624,624,4
625,625,4
626,626,4
627,627,4
628,628,4
629,629,4
630,630,4
631,631,4
632,632,4
633,633,4
634,634,4
635,635,4
636,636,4
637,637,4
638,638,4
639,639,4
640,640,4
641,641,4
642,642,4
643,643,4
644,644,4
645,645,4
646,646,4
647,647,4
648,648,4
649,649,4
650,650,4
651,651,4
652,652,4
653,653,4
654,654,4
655,655,4
656,656,4
657,657,4
658,658,4
659,659,4
660,660,4
661,661,4
662,662,4
663,663,4
664,664,4
665,665,4
666,666,4
667,667,6
668,668,6
669,669,6
670,670,6
671,671,6
672,672,6
673,673,6
674,674,6
675,675,6
676,676,6
677,677,6
678,678,6
679,679,6
680,680,6
681,681,6
682,682,6
683,683,6
684,684,6
685,685,6
686,686,6
687,687,6
688,688,6
689,689,6
690,690,6
691,691,6
692,692,6
693,693,6
694,694,6
695,695,6
696,696,6
697,697,6
698,698,6
699,699,6
700,700,6
701,701,6
702,702,6
703,703,6
704,704,6
705,705,6
706,706,6
707,707,6
708,708,6
709,709,6
710,710,6
711,711,6
712,712,6
713,713,6
714,714,6
715,715,6
716,716,6
717,717,6
718,718,6
719,719,6
720,720,6
721,721,6
722,722,6
723,723,6
724,724,6
725,725,6
726,726,6
727,727,6
728,728,6
729,729,6
730,730,6
731,731,6
732,732,6
733,733,6
734,734,6
735,735,6
736,736,6
737,737,6
738,738,6
739,739,6
740,740,6
741,741,6
742,742,6
743,743,6
744,744,6
745,745,6
746,746,6
747,747,6
748,748,6
749,749,6
750,750,6
751,751,6
752,752,6
753,753,6
754,754,6
755,755,6
756,756,6
757,757,6
758,758,6
759,759,6
760,760,6
761,761,6
762,762,6
763,763,6
764,764,6
765,765,6
766,766,6
767,767,6
768,768,6
769,769,6
770,770,6
771,771,6
772,772,6
773,773,6
774,774,6
775,775,6
776,776,6
777,777,6
778,778,6
779,779,6
780,780,6
781,781,6
782,782,6
783,783,6
784,784,6
785,785,6
786,786,6
787,787,6
788,788,6
789,789,6
790,790,6
791,791,6
792,792,6
793,793,6
794,794,6
795,795,6
796,796,6
797,797,6
798,798,6
799,799,6
800,800,6
801,801,6
802,802,6
803,803,6
804,804,6
805,805,6
806,806,6
807,807,6
808,808,6
809,809,6
810,810,6
811,811,6
812,812,6
813,813,6
814,814,6
815,815,6
816,816,6
817,817,6
818,818,6
819,819,6
820,820,6
821,821,6
822,822,6
823,823,6
824,824,6
825,825,6
826,826,6
827,827,6
828,828,6
829,829,7
830,830,7
831,831,7
832,832,7
833,833,7
834,834,7
835,835,7
836,836,7
837,837,7
838,838,7
839,839,7
840,840,7
841,841,7
842,842,7
843,843,7
844,844,7
845,845,7
846,846,7
847,847,7
848,848,7
849,849,7
850,850,7
851,851,7
852,852,7
853,853,7
854,854,7
855,855,7
856,856,7
857,857,7
858,858,7
859,859,7
860,860,7
861,861,7
862,862,7
863,863,7
864,864,7
865,865,7
866,866,7
867,867,7
868,868,7
869,869,7
870,870,7
871,871,7
872,872,7
873,873,7
874,874,7
875,875,7
876,876,7
877,877,7
878,878,7
879,879,7
880,880,7
881,881,7
882,882,7
883,883,7
884,884,7
885,885,7
886,886,7
887,887,7
888,888,7
889,889,7
890,890,7
891,891,7
892,892,7
893,893,7
894,894,7
895,895,7
896,896,7
897,897,7
898,898,7
899,899,7
900,900,7
901,901,7
902,902,7
903,903,7
904,904,7
905,905,7
906,906,7
907,907,7
908,908,7
909,909,7
910,910,7
911,911,7
912,912,7
913,913,7
914,914,7
915,915,7
916,916,7
917,917,7
918,918,7
919,919,7
920,920,7
921,921,7
922,922,7
923,923,7
924,924,7
925,925,7
926,926,7
927,927,7
928,928,7
929,929,7
930,930,7
931,931,7
932,932,7
933,933,7
934,934,7
935,935,7
936,936,7
937,937,7
938,938,7
939,939,7
940,940,7
941,941,7
942,942,7
943,943,7
944,944,7
945,945,7
946,946,7
947,947,7
948,948,7
949,949,7
950,950,7
951,951,7
952,952,7
953,953,7
954,954,7
955,955,7
956,956,7
957,957,7
958,958,7
959,959,7
960,960,7
961,961,7
962,962,7
963,963,7
964,964,7
965,965,7
966,966,7
967,967,7
968,968,7
969,969,7
970,970,7
971,971,7
972,972,7
973,973,7
974,974,7
975,975,7
976,976,7
977,977,7
978,978,7
979,979,7
980,980,7
981,981,7
982,982,7
983,983,7
984,984,7
985,985,7
986,986,7
987,987,7
988,988,7
989,989,7
990,990,7
991,991,7
992,992,7
993,993,7
994,994,7
995,995,7
996,996,7
997,997,7
998,998,7
999,999,7
1000,1000,7
1001,1001,7
1002,1002,7
1003,1003,7
1004,1004,7
1005,1005,7
1006,1006,7
1007,1007,7
1008,1008,7
1009,1009,7
1010,1010,7
1011,1011,7
1012,1012,7
1013,1013,7
1014,1014,7
1015,1015,7
1016,1016,7
1017,1017,7
1018,1018,7
1019,1019,7
1020,1020,7
1021,1021,7
1022,1022,7
1023,1023,7
1024,1024,7
1025,1025,7
1026,1026,7
1027,1027,7
1028,1028,7
1029,1029,7
1030,1030,7
1031,1031,7
1032,1032,7
1033,1033,7
1034,1034,7
1035,1035,7
1036,1036,7
1037,1037,7
1038,1038,7
1039,1039,7
1040,1040,7
1041,1041,7
1042,1042,7
1043,1043,7
1044,1044,7
1045,1045,7
1046,1046,7
1047,1047,7
1048,1048,7
1049,1049,7
1050,1050,7
1051,1051,7
1052,1052,7
1053,1053,7
1054,1054,7
1055,1055,7
1056,1056,7
1057,1057,7
1058,1058,7
1059,1059,7
1060,1060,7
1061,1061,7
1062,1062,8
1063,1063,8
1064,1064,8
1065,1065,8
1066,1066,8
1067,1067,8
1068,1068,8
1069,1069,8
1070,1070,8
1071,1071,8
1072,1072,8
1073,1073,8
1074,1074,8
1075,1075,8
1076,1076,8
1077,1077,8
1078,1078,8
1079,1079,8
1080,1080,8
1081,1081,8
1082,1082,8
1083,1083,8
1084,1084,8
1085,1085,8
1086,1086,8
1087,1087,8
1088,1088,8
1089,1089,8
1090,1090,8
1091,1091,8
1092,1092,8
1093,1093,8
1094,1094,8
1095,1095,8
1096,1096,8
1097,1097,8
1098,1098,8
1099,1099,8
1100,1100,8
1101,1101,8
1102,1102,8
1103,1103,8
1104,1104,8
1105,1105,8
1106,1106,8
1107,1107,8
1108,1108,8
1109,1109,8
1110,1110,8
1111,1111,8
1112,1112,8
1113,1113,8
1114,1114,8
1115,1115,8
1116,1116,8
1117,1117,8
1118,1118,8
1119,1119,8
1120,1120,8
1121,1121,8
1122,1122,8
1123,1123,8
1124,1124,8
1125,1125,8
1126,1126,8
1127,1127,8
1128,1128,8
1129,1129,8
1130,1130,8
1131,1131,8
1132,1132,8
1133,1133,8
1134,1134,8
1135,1135,8
1136,1136,8
1137,1137,8
1138,1138,8
1139,1139,8
1140,1140,8
1141,1141,8
1142,1142,8
1143,1143,8
1144,1144,8
1145,1145,8
1146,1146,8
1147,1147,8
1148,1148,8
1149,1149,8
1150,1150,8
1151,1151,8
1152,1152,8
1153,1153,8
1154,1154,8
1155,1155,8
1156,1156,8
1157,1157,8
1158,1158,8
1159,1159,8
1160,1160,8
1161,1161,8
1162,1162,8
1163,1163,8
1164,1164,8
1165,1165,8
1166,1166,8
1167,1167,8
1168,1168,8
1169,1169,8
1170,1170,8
1171,1171,8
1172,1172,8
1173,1173,8
1174,1174,8
1175,1175,8
1176,1176,8
1177,1177,8
1178,1178,8
1179,1179,8
1180,1180,8
1181,1181,8
1182,1182,8
1183,1183,8
1184,1184,8
1185,1185,8
1186,1186,8
1187,1187,8
1188,1188,8
1189,1189,8
1190,1190,8
1191,1191,8
1192,1192,8
1193,1193,8
1194,1194,8
1195,1195,8
1196,1196,8
1197,1197,8
1198,1198,8
1199,1199,8
1200,1200,8
1201,1201,8
1202,1202,8
1203,1203,8
1204,1204,8
1205,1205,8
1206,1206,8
1207,1207,8
1208,1208,8
1209,1209,8
1210,1210,8
1211,1211,8
1212,1212,8
1213,1213,8
1214,1214,8
1215,1215,8
1216,1216,8
1217,1217,8
1218,1218,8
1219,1219,8
1220,1220,8
1221,1221,8
1222,1222,8
1223,1223,8
1224,1224,8
1225,1225,8
1226,1226,8
1227,1227,8
1228,1228,8
1229,1229,8
1230,1230,8
1231,1231,8
1232,1232,8
1233,1233,8
1234,1234,8
1235,1235,8
1236,1236,8
1237,1237,8
1238,1238,8
1239,1239,8
1240,1240,8
1241,1241,8
1242,1242,8
1243,1243,8
1244,1244,8
1245,1245,8
1246,1246,8
1247,1247,8
1248,1248,8
1249,1249,8
1250,1250,8
1251,1251,8
1252,1252,9
1253,1253,9
1254,1254,9
1255,1255,9
1256,1256,9
1257,1257,9
1258,1258,9
1259,1259,9
1260,1260,9
1261,1261,9
1262,1262,9
1263,1263,9
1264,1264,9
1265,1265,9
1266,1266,9
1267,1267,9
1268,1268,9
1269,1269,9
1270,1270,9
1271,1271,9
1272,1272,9
1273,1273,9
1274,1274,9
1275,1275,9
1276,1276,9
1277,1277,9
1278,1278,9
1279,1279,9
1280,1280,9
1281,1281,9
1282,1282,9
1283,1283,9
1284,1284,9
1285,1285,9
1286,1286,9
1287,1287,9
1288,1288,9
1289,1289,9
1290,1290,9
1291,1291,9
1292,1292,9
1293,1293,9
1294,1294,9
1295,1295,9
1296,1296,9
1297,1297,9
1298,1298,9
1299,1299,9
1300,1300,9
1301,1301,9
1302,1302,9
1303,1303,9
1304,1304,9
1305,1305,9
1306,1306,9
1307,1307,9
1308,1308,9
1309,1309,9
1310,1310,9
1311,1311,10
1312,1312,10
1313,1313,10
1314,1314,10
1315,1315,10
1316,1316,10
1317,1317,10
1318,1318,10
1319,1319,10
1320,1320,10
1321,1321,10
1322,1322,10
1323,1323,10
1324,1324,10
1325,1325,10
1326,1326,10
1327,1327,10
1328,1328,10
1329,1329,10
1330,1330,10
1331,1331,10
1332,1332,10
1333,1333,10
1334,1334,10
1335,1335,10
1336,1336,10
1337,1337,10
1338,1338,10
1339,1339,10
1340,1340,10
1341,1341,10
1342,1342,10
1343,1343,10
1344,1344,10
1345,1345,10
1346,1346,10
1347,1347,10
1348,1348,10
1349,1349,10
1350,1350,10
1351,1351,10
1352,1352,10
1353,1353,10
1354,1354,10
1355,1355,10
1356,1356,10
1357,1357,10
1358,1358,10
1359,1359,10
1360,1360,10
1361,1361,10
1362,1362,10
1363,1363,10
1364,1364,10
1365,1365,10
1366,1366,10
1367,1367,10
1368,1368,10
1369,1369,10
1370,1370,10
1371,1371,10
1372,1372,10
1373,1373,10
1374,1374,10
1375,1375,10
1376,1376,10
1377,1377,10
1378,1378,10
1379,1379,10
1380,1380,10
1381,1381,10
1382,1382,10
1383,1383,10
1384,1384,10
1385,1385,10
1386,1386,10
1387,1387,10
1388,1388,10
1389,1389,10
1390,1390,10
1391,1391,10
1392,1392,10
1393,1393,10
1394,1394,10
1395,1395,10
1396,1396,10
1397,1397,10
1398,1398,10
1399,1399,10
1400,1400,10
1401,1401,10
1402,1402,10
1403,1403,10
1404,1404,10
1405,1405,10
1406,1406,10
1407,1407,10
1408,1408,10
1409,1409,10
1410,1410,10
1411,1411,10
1412,1412,10
1413,1413,10
1414,1414,10
1415,1415,10
1416,1416,10
1417,1417,10
1418,1418,10
1419,1419,10
1420,1420,10
1421,1421,10
1422,1422,10
1423,1423,10
1424,1424,10
1425,1425,10
1426,1426,10
1427,1427,10
1428,1428,10
1429,1429,10
1430,1430,10
1431,1431,10
1432,1432,10
1433,1433,10
1434,1434,10
1435,1435,10
1436,1436,10
1437,1437,10
1438,1438,10
1439,1439,10
1440,1440,10
1441,1441,10
1442,1442,10
1443,1443,10
1444,1444,10
1445,1445,10
1446,1446,10
1447,1447,10
1448,1448,10
1449,1449,10
1450,1450,10
1451,1451,10
1452,1452,10
1453,1453,10
1454,1454,10
1455,1455,10
1456,1456,10
1457,1457,10
1458,1458,10
1459,1459,10
1460,1460,10
1461,1461,10
1462,1462,10
1463,1463,10
1464,1464,10
1465,1465,10
1466,1466,10
1467,1467,10
1468,1468,10
1469,1469,10
1470,1470,10
1471,1471,10
1472,1472,10
1473,1473,10
1474,1474,10
1475,1475,10
1476,1476,10
1477,1477,10
1478,1478,10
1479,1479,10
1480,1480,10
1481,1481,10
1482,1482,10
1483,1483,10
1484,1484,10
1485,1485,10
1486,1486,10
1487,1487,10
1488,1488,10
1489,1489,11
1490,1490,11
1491,1491,11
1492,1492,11
1493,1493,11
1494,1494,11
1495,1495,11
1496,1496,11
1497,1497,11
1498,1498,11
1499,1499,11
1500,1500,11
1501,1501,11
1502,1502,11
1503,1503,11
1504,1504,11
1505,1505,11
1506,1506,11
1507,1507,11
1508,1508,11
1509,1509,11
1510,1510,11
1511,1511,11
1512,1512,11
1513,1513,11
1514,1514,11
1515,1515,11
1516,1516,11
1517,1517,11
1518,1518,11
1519,1519,11
1520,1520,11
1521,1521,11
1522,1522,11
1523,1523,11
1524,1524,11
1525,1525,11
1526,1526,11
1527,1527,11
1528,1528,11
1529,1529,11
1530,1530,11
1531,1531,11
1532,1532,11
1533,1533,11
1534,1534,11
1535,1535,11
1536,1536,11
1537,1537,11
1538,1538,11
1539,1539,11
1540,1540,11
1541,1541,11
1542,1542,11
1543,1543,11
1544,1544,11
1545,1545,11
1546,1546,11
1547,1547,11
1548,1548,11
1549,1549,11
1550,1550,11
1551,1551,11
1552,1552,11
1553,1553,11
1554,1554,11
1555,1555,11
1556,1556,11
1557,1557,11
1558,1558,12
1559,1559,12
1560,1560,12
1561,1561,12
1562,1562,12
1563,1563,12
1564,1564,12
1565,1565,12
1566,1566,12
1567,1567,12
1568,1568,12
1569,1569,12
1570,1570,12
1571,1571,12
1572,1572,12
1573,1573,12
1574,1574,12
1575,1575,12
1576,1576,12
1577,1577,12
1578,1578,12
1579,1579,12
1580,1580,12
1581,1581,12
1582,1582,12
1583,1583,12
1584,1584,12
1585,1585,12
1586,1586,12
1587,1587,12
1588,1588,12
1589,1589,12
1590,1590,12
1591,1591,12
1592,1592,12
1593,1593,12
1594,1594,12
1595,1595,12
1596,1596,12
1597,1597,12
1598,1598,12
1599,1599,12
1600,1600,13
1601,1601,13
1602,1602,13
1603,1603,13
1604,1604,13
1605,1605,13
1606,1606,13
1607,1607,13
1608,1608,13
1609,1609,13
1610,1610,13
1611,1611,13
1612,1612,13
1613,1613,13
1614,1614,13
1615,1615,13
1616,1616,13
1617,1617,13
1618,1618,13
1619,1619,13
1620,1620,13
1621,1621,13
1622,1622,13
1623,1623,13
1624,1624,13
1625,1625,13
1626,1626,13
1627,1627,13
1628,1628,13
1629,1629,13
1630,1630,13
1631,1631,13
1632,1632,13
1633,1633,13
1634,1634,13
1635,1635,13
1636,1636,13
1637,1637,13
1638,1638,13
1639,1639,13
1640,1640,13
1641,1641,13
1642,1642,13
1643,1643,13
1644,1644,13
1645,1645,13
1646,1646,13
1647,1647,13
1648,1648,13
1649,1649,13
1650,1650,13
1651,1651,13
1652,1652,13
1653,1653,13
1654,1654,13
1655,1655,13
1656,1656,13
1657,1657,13
1658,1658,13
1659,1659,13
1660,1660,13
1661,1661,13
1662,1662,13
1663,1663,13
1664,1664,13
1665,1665,13
1666,1666,13
1667,1667,13
1668,1668,13
1669,1669,13
1670,1670,13
1671,1671,13
1672,1672,13
1673,1673,13
1674,1674,13
1675,1675,13
1676,1676,13
1677,1677,13
1678,1678,13
1679,1679,13
1680,1680,13
1681,1681,13
1682,1682,13
1683,1683,13
1684,1684,13
1685,1685,13
1686,1686,13
1687,1687,13
1688,1688,13
1689,1689,13
1690,1690,13
1691,1691,13
1692,1692,13
1693,1693,13
1694,1694,13
1695,1695,13
1696,1696,13
1697,1697,13
1698,1698,13
1699,1699,13
1700,1700,13
1701,1701,13
1702,1702,13
1703,1703,13
1704,1704,13
1705,1705,13
1706,1706,13
1707,1707,13
1708,1708,13
1709,1709,13
1710,1710,13
1711,1711,13
1712,1712,13
1713,1713,13
1714,1714,13
1715,1715,13
1716,1716,13
1717,1717,13
1718,1718,13
1719,1719,13
1720,1720,13
1721,1721,13
1722,1722,13
1723,1723,13
1724,1724,13
1725,1725,13
1726,1726,13
1727,1727,13
1728,1728,13
1729,1729,13
1730,1730,13
1731,1731,13
1732,1732,13
1733,1733,13
1734,1734,13
1735,1735,13
1736,1736,13
1737,1737,13
1738,1738,13
1739,1739,13
1740,1740,13
1741,1741,13
1742,1742,13
1743,1743,13
1744,1744,14
1745,1745,14
1746,1746,14
1747,1747,14
1748,1748,14
1749,1749,14
1750,1750,14
1751,1751,14
1752,1752,14
1753,1753,14
1754,1754,14
1755,1755,14
1756,1756,14
1757,1757,14
1758,1758,14
1759,1759,14
1760,1760,14
1761,1761,14
1762,1762,14
1763,1763,14
1764,1764,14
1765,1765,14
1766,1766,14
1767,1767,14
1768,1768,14
1769,1769,14
1770,1770,14
1771,1771,14
1772,1772,14
1773,1773,14
1774,1774,14
1775,1775,14
1776,1776,14
1777,1777,14
1778,1778,14
1779,1779,14
1780,1780,14
1781,1781,14
1782,1782,14
1783,1783,14
1784,1784,14
1785,1785,14
1786,1786,14
1787,1787,14
1788,1788,14
1789,1789,14
1790,1790,14
1791,1791,14
1792,1792,14
1793,1793,14
1794,1794,14
1795,1795,14
1796,1796,14
1797,1797,14
1798,1798,14
1799,1799,14
1800,1800,14
1801,1801,14
1802,1802,14
1803,1803,14
1804,1804,14
1805,1805,14
1806,1806,14
1807,1807,14
1808,1808,14
1809,1809,14
1810,1810,14
1811,1811,14
1812,1812,14
1813,1813,14
1814,1814,14
1815,1815,14
1816,1816,14
1817,1817,14
1818,1818,14
1819,1819,14
1820,1820,14
1821,1821,14
1822,1822,14
1823,1823,14
1824,1824,14
1825,1825,14
1826,1826,14
1827,1827,14
1828,1828,14
1829,1829,14
1830,1830,14
1831,1831,14
1832,1832,14
1833,1833,14
1834,1834,14
1835,1835,14
1836,1836,14
1837,1837,14
1838,1838,14
1839,1839,14
1840,1840,15
1841,1841,15
1842,1842,15
1843,1843,15
1844,1844,15
1845,1845,15
1846,1846,15
1847,1847,15
1848,1848,15
1849,1849,15
1850,1850,15
1851,1851,15
1852,1852,15
1853,1853,15
1854,1854,15
1855,1855,15
1856,1856,15
1857,1857,15
1858,1858,15
1859,1859,15
1860,1860,15
1861,1861,15
1862,1862,15
1863,1863,15
1864,1864,15
1865,1865,15
1866,1866,15
1867,1867,15
1868,1868,15
1869,1869,15
1870,1870,15
1871,1871,15
1872,1872,15
1873,1873,16
1874,1874,15
1875,1875,15
1876,1876,15
1877,1877,15
1878,1878,15
1879,1879,15
1880,1880,15
1881,1881,15
1882,1882,15
1883,1883,15
1884,1884,15
1885,1885,15
1886,1886,15
1887,1887,15
1888,1888,15
1889,1889,15
1890,1890,15
1891,1891,15
1892,1892,15
1893,1893,15
1894,1894,15
1895,1895,15
1896,1896,15
1897,1897,15
1898,1898,15
1899,1899,15
1900,1900,15
1901,1901,15
1902,1902,15
1903,1903,15
1904,1904,15
1905,1905,15
1906,1906,15
1907,1907,15
1908,1908,15
1909,1909,15
1910,1910,15
1911,1911,15
1912,1912,15
1913,1913,15
1914,1914,15
1915,1915,15
1916,1916,15
1917,1917,15
1918,1918,15
1919,1919,15
1920,1920,15
1921,1921,15
1922,1922,15
1923,1923,15
1924,1924,15
1925,1925,15
1926,1926,15
1927,1927,15
1928,1928,15
1929,1929,15
1930,1930,15
1931,1931,15
1932,1932,15
1933,1933,15
1934,1934,15
1935,1935,15
1936,1936,15
1937,1937,15
1938,1938,15
1939,1939,15
1940,1940,15
1941,1941,15
1942,1942,15
1943,1943,15
1944,1944,15
1945,1945,15
1946,1946,15
1947,1947,15
1948,1948,15
1949,1949,15
1950,1950,15
1951,1951,15
1952,1952,15
1953,1953,15
1954,1954,15
1955,1955,15
1956,1956,15
1957,1957,15
1958,1958,15
1959,1959,15
1960,1960,15
1961,1961,15
1962,1962,15
1963,1963,15
1964,1964,15
1965,1965,15
1966,1966,15
1967,1967,15
1968,1968,15
1969,1969,15
1970,1970,15
1971,1971,15
1972,1972,15
1973,1973,15
1974,1974,15
1975,1975,15
1976,1976,15
1977,1977,15
1978,1978,15
1979,1979,15
1980,1980,15
1981,1981,15
1982,1982,15
1983,1983,15
1984,1984,15
1985,1985,15
1986,1986,15
1987,1987,15
1988,1988,15
1989,1989,15
1990,1990,15
1991,1991,15
1992,1992,15
